Unnamed: 0,name,address,lat,lon
1,,680 LOG TAVERN RD  MILFORD PA 18337,41.2987,-74.95201
2,,116 WILSON HILL RD  DINGMANS FERRY PA 18328,41.20988,-74.90953
3,,774 ROUTE  590  LACKAWAXEN PA 18435,41.48484,-74.99162
4,,135 PIKE COUNTY BLVD  HAWLEY PA 18428,41.3936,-75.0726
5,,16 DELAWARE CREST DR  DINGMANS FERRY PA 18328,41.23581,-74.89945
6,,110 FOXCROFT DR  MILFORD PA 18337,41.30721,-74.84943
7,,491 ROEMERVILLE RD  GREENTOWN PA 18426,41.3066,-75.30423
8,,574 WESTCOLANG RD  HAWLEY PA 18428,41.50301,-75.0641
9,,193 MUNICIPAL RD  BUSHKILL PA 18324,41.13168,-74.98164
10,,EVERGREEN DR  BUSHKILL PA 18324,41.09716,-75.02358
11,,308 FIRST ST  MATAMORAS PA 18336,41.37148,-74.70147
12,,10 AVE I & FIRST ST  MATAMORAS PA 18336,41.37103,-74.69993
13,,109 W CATHERINE ST  MILFORD PA 18337,41.32445,-74.80225
14,,560 RT. 6 & 209  MILFORD PA 18337,41.35181,-74.73372
15,,115 BUEHLER LN  PAUPACK PA 18451,41.39429,-75.19452
16,,2186 ROUTE 402  DINGMANS FERRY PA 18328,41.16821,-75.08315
17,,159 TWIN LAKES RD  SHOHOLA PA 18458,41.46423,-74.91545
18,,102 LA BARR LN  MATAMORAS PA 18336,41.38599,-74.71409
