geoid,countyfp,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag,job_dens,pop10,areakm,popdens,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_white,prc_white_unreliable_flag,cvapdens,cvapdens_unreliable_flag,pollvoter_dens,vbm_rate_tot,vbm_rate_lat,vbm_rate_asn,vbm_rate_youth
42081000100,81,0.1362,0,0.03306,3184,2.49817,1274.53106,0.00377,1,0.93835,0,0.11145,0,0.13785,0,0.0838,0,0.02315,1,0.04922,0,0.01231,1,0.89774,0,0.02808,0,0.03509,0.06796,0.1823,0.34913,0.19859
42081000200,81,0.03714,0,0.00318,2271,1.76041,1290.04339,0.02714,1,0.91294,0,0.10495,0,0.09632,0,0.05477,0,0.01228,1,0.0406,1,0.03305,1,0.84655,0,0.01741,0,0.02438,0.08085,0.0,0.5,0.2124
42081000300,81,0.44689,0,0.02416,5959,2.14814,2774.0277,0.02321,1,0.77062,0,0.22047,0,0.29622,0,0.09807,0,0.00189,1,0.15244,0,0.00533,1,0.82072,0,0.0492,0,0.03478,0.05457,0.20314,0.0,0.04355
42081000400,81,0.4803,0,0.05337,4373,1.28607,3400.28357,0.0,1,0.5776,0,0.2453,0,0.53173,0,0.11856,0,0.01142,1,0.39502,0,0.00203,1,0.53338,0,0.03063,0,0.02002,0.04844,0.0115,0.28185,0.03511
42081000500,81,0.65581,0,0.01444,2900,0.87492,3314.60431,0.01802,0,0.88192,0,0.1715,0,0.19696,0,0.41042,0,0.03261,1,0.10555,0,0.06487,0,0.76538,0,0.02781,0,0.01265,0.0442,0.02879,,0.0318
42081000600,81,0.22809,0,0.12127,2734,2.05541,1330.15018,0.00399,1,0.78636,0,0.14411,0,0.18264,0,0.08389,0,0.0,1,0.03422,0,0.00501,1,0.86018,0,0.02145,0,0.02282,0.05114,0.01781,0.281,0.06994
42081000800,81,0.35722,0,0.04889,2380,3.09729,768.41469,0.03675,1,0.77122,0,0.20362,0,0.59181,0,0.77054,0,0.0,1,0.08936,0,0.09924,0,0.79344,0,0.02239,0,0.01456,0.05409,0.0,,0.01883
42081000900,81,0.38927,0,0.08609,2509,6.62548,378.68938,0.00507,1,0.92635,0,0.18881,0,0.16524,0,0.05818,0,0.0,1,0.04272,1,0.01749,1,0.89585,0,0.02162,0,0.01786,0.02949,0.0,,0.05384
42081001000,81,0.33855,0,0.02789,3071,4.07053,754.44647,0.00372,1,0.87491,0,0.17372,0,0.22939,0,0.07985,0,0.0038,1,0.09301,0,0.06347,1,0.76865,0,0.02847,0,0.02368,0.04011,0.15387,0.5,0.03618
42081010100,81,0.28407,0,0.00342,2339,682.95256,3.42484,0.0,1,0.96763,0,0.13241,0,0.08794,0,0.06825,0,0.00044,1,0.00176,1,0.00572,1,0.97798,0,0.02029,0,0.02248,0.05156,0.0,,0.13793
42081010200,81,0.14629,0,0.00251,1049,632.33057,1.65894,0.0,1,0.97495,0,0.10218,0,0.05678,0,0.02656,0,0.0,1,0.00183,1,0.00275,1,0.98993,0,0.01039,0,0.01191,0.0931,,,0.16667
42081010300,81,0.19342,0,0.00565,3353,140.61727,23.84487,0.0017,1,0.96347,0,0.11676,0,0.0767,0,0.057,0,0.00163,1,0.0,1,0.00228,1,0.98274,0,0.02665,0,0.03365,0.03271,0.0,,0.06452
42081010400,81,0.20596,0,0.01398,5227,179.97501,29.04292,0.00795,1,0.94962,0,0.15089,0,0.09216,0,0.06905,0,0.00041,1,0.01124,1,0.01328,0,0.96772,0,0.04511,0,0.05375,0.04636,0.0,0.0,0.08462
42081010500,81,0.15514,0,0.00912,5798,445.05968,13.02747,0.0031,1,0.9632,0,0.09235,0,0.05809,0,0.04902,0,0.00208,1,0.00537,0,0.01957,0,0.96536,0,0.05014,0,0.06481,0.06076,0.33333,0.0,0.15625
42081010600,81,0.23033,0,0.00445,4331,297.87423,14.53969,0.00261,1,0.96822,0,0.10975,0,0.09278,0,0.05376,0,0.00201,1,0.00736,1,0.01071,0,0.97279,0,0.03853,0,0.04492,0.04058,0.0,,0.10724
42081010700,81,0.23633,0,0.01961,6094,83.39309,73.0756,0.00537,1,0.96754,0,0.11809,0,0.06313,0,0.06113,0,0.00665,1,0.00422,1,0.00389,1,0.96854,0,0.05246,0,0.0586,0.05144,0.42566,,0.12259
42081010800,81,0.19944,0,0.12545,7040,96.25819,73.13663,0.00287,1,0.94501,0,0.11757,0,0.11577,0,0.06247,0,0.00143,1,0.0033,1,0.01218,1,0.97306,0,0.06076,0,0.06886,0.05248,0.14286,,0.11917
42081010900,81,0.15395,0,0.0289,2792,31.99854,87.25398,0.00719,1,0.96167,0,0.10253,0,0.1426,0,0.06095,0,0.00072,1,0.00968,1,0.03801,1,0.92327,0,0.02394,0,0.02996,0.06015,0.0,,0.2
42081011000,81,0.18164,0,0.0696,4615,10.83181,426.05972,0.0074,1,0.93061,0,0.06124,0,0.04416,0,0.06513,0,0.01071,1,0.00022,1,0.01182,1,0.94446,0,0.03875,0,0.04903,0.0533,,0.0,0.12821
42081011100,81,0.27123,0,0.09378,5542,9.08805,609.81202,0.01703,1,0.89174,0,0.13552,0,0.22245,0,0.05878,0,0.0018,1,0.05411,1,0.08233,0,0.85134,0,0.04727,0,0.05166,0.07376,0.00504,0.02462,0.08546
42081011200,81,0.08685,0,0.03491,5484,46.5847,117.72106,0.00484,1,0.86821,0,0.06904,0,0.07357,0,0.05542,0,0.00565,1,0.0082,1,0.01203,1,0.96317,0,0.05069,0,0.06813,0.09178,0.16469,0.16539,0.15561
42081011301,81,0.33261,0,0.00893,2200,35.07409,62.72437,0.00439,1,0.95806,0,0.22704,0,0.13416,0,0.06977,0,0.0,1,0.00775,1,0.00821,1,0.97264,0,0.02056,0,0.02019,0.05242,0.5,,0.03704
42081011302,81,0.22447,0,0.02555,4938,24.45373,201.9324,0.00674,1,0.9355,0,0.1189,0,0.06397,0,0.07022,0,0.0,1,0.04876,1,0.01144,1,0.93359,0,0.04649,0,0.05567,0.05032,0.5,0.5,0.10127
42081011400,81,0.16392,0,0.00522,1681,84.65803,19.85636,0.00197,1,0.95802,0,0.09943,0,0.10708,0,0.04822,0,0.0,1,0.00376,1,0.00376,1,0.98936,0,0.01382,0,0.01791,0.04922,0.0,,0.23077
42081011601,81,0.14635,0,0.00299,1205,1.76029,684.54596,0.0,1,0.9375,0,0.12775,0,0.04024,1,0.07068,0,0.0,1,0.00175,1,0.01309,1,0.98517,0,0.01056,0,0.0134,0.04195,0.0,,0.16101
42081011602,81,1.0,0,0.03941,6379,5.5945,1140.22718,0.0048,1,0.95423,0,0.10083,0,0.13079,0,0.08025,0,0.04925,0,0.03795,1,0.00856,1,0.88794,0,0.05235,0,0.0,,,,
42081011700,81,0.49453,0,0.05238,7427,223.43448,33.24017,0.03797,0,0.92634,0,0.12529,0,0.13869,0,0.0749,0,0.00722,1,0.07517,0,0.02138,0,0.87616,0,0.06628,0,0.04987,0.04556,0.18182,,0.07895
42081011800,81,0.23239,0,0.00455,3274,141.6334,23.11602,0.0182,0,0.95865,0,0.07667,0,0.07789,0,0.07327,0,0.00094,1,0.0,1,0.00597,1,0.98899,0,0.0272,0,0.03232,0.04483,0.0,,0.10345
42081011900,81,0.3529,0,0.03723,5962,23.52977,253.38117,0.00139,1,0.9398,0,0.13136,0,0.15109,0,0.08719,0,0.00049,1,0.01597,1,0.01125,1,0.96936,0,0.05069,0,0.04705,0.04898,0.0,,0.08621
