Unnamed: 0,name,address,lat,lon
1,,2900 S PIKE AVE  ALLENTOWN PA 18103,40.56625,-75.45024
2,,6735 CETRONIA RD  ALLENTOWN PA 18106,40.56357,-75.59073
3,,1988 SCHADT AVE  WHITEHALL PA 18052,40.63739,-75.50683
4,,6701 PIONEER DR  MACUNGIE PA 18062,40.52269,-75.57211
5,,3801 BROOKSIDE RD  MACUNGIE PA 18062,40.51767,-75.54268
6,,2623 BROOKSIDE RD  MACUNGIE PA 18062,40.53521,-75.55124
7,,135 QUARRY RD  ALBURTIS PA 18011,40.51417,-75.59756
8,,5314 EGYPT RD  LAURYS STATION PA 18059,40.71733,-75.53231
9,,2375 LEVANS RD  COPLAY PA 18036,40.67745,-75.54955
10,,8227 HAMILTON BLVD  BREINIGSVILLE PA 18031,40.54216,-75.61813
11,,150 INDEPENDENT RD  BREINIGSVILLE PA 18031,40.54731,-75.67567
12,,5992 PA ROUTE 378  CENTER VALLEY PA 18034,40.53167,-75.39637
13,,5936 LOCUST VALLEY RD  COOPERSBURG PA 18036,40.49463,-75.40814
14,,535 W EMAUS AVE  ALLENTOWN PA 18103,40.57687,-75.457
15,,137 N 02ND ST  ALLENTOWN PA 18102,40.60738,-75.47817
16,,31 S PENN ST  ALLENTOWN PA 18101,40.60284,-75.4663
17,,17 S 7TH ST  ALLENTOWN PA 18101,40.60216,-75.47079
18,,829 W TURNER ST  ALLENTOWN PA 18102,40.60473,-75.47625
19,,417 N 07TH ST  ALLENTOWN PA 18102,40.60853,-75.4744
20,,521 N 02ND ST  ALLENTOWN PA 18102,40.61329,-75.46282
21,,1245 HAMILTON ST  ALLENTOWN PA 18102,40.59926,-75.48379
22,,417 N 7TH ST  ALLENTOWN PA 18102,40.60871,-75.47451
23,,1339 W ALLEN ST  ALLENTOWN PA 18102,40.60755,-75.48886
24,,302 N 17TH ST  ALLENTOWN PA 18104,40.60136,-75.49625
25,,1201 SUMNER AVE  ALLENTOWN PA 18102,40.61202,-75.48806
26,,617 N 10TH ST  ALLENTOWN PA 18102,40.60928,-75.4816
27,,17 S 07TH ST  ALLENTOWN PA 18101,40.60188,-75.47077
28,,457 W ALLEN ST  ALLENTOWN PA 18102,40.61187,-75.47166
29,,1547 CHEW ST  ALLENTOWN PA 18102,40.60165,-75.49199
30,,2400 CHEW ST  ALLENTOWN PA 18104,40.59557,-75.50984
31,,802 N 19TH ST  ALLENTOWN PA 18104,40.60676,-75.50227
32,,2135 TILGHMAN ST  ALLENTOWN PA 18104,40.60371,-75.50678
33,,1221 S FRONT ST  ALLENTOWN PA 18103,40.5898,-75.45279
34,,1708 CORONADO ST  ALLENTOWN PA 18103,40.57662,-75.48476
35,,1818 VULTEE ST  ALLENTOWN PA 18103,40.57417,-75.48486
36,,1201 CUMBERLAND ST  ALLENTOWN PA 18103,40.58735,-75.47841
37,,1210 HAMILTON ST  ALLENTOWN PA 18102,40.59894,-75.48208
38,,1633 ELM ST  ALLENTOWN PA 18102,40.59233,-75.48934
39,,1740 TURNER ST  ALLENTOWN PA 18104,40.5989,-75.49475
40,,41 S CARLISLE ST  ALLENTOWN PA 18109,40.60828,-75.44738
41,,614 S CARLISLE ST  ALLENTOWN PA 18109,40.60193,-75.44512
42,,1140 E CLAIR ST  ALLENTOWN PA 18109,40.61743,-75.43711
43,,1933 HANOVER AVE  ALLENTOWN PA 18109,40.62217,-75.42605
44,,815 N IRVING ST  ALLENTOWN PA 18109,40.62131,-75.44198
45,,3231 TILGHMAN ST  ALLENTOWN PA 18104,40.59821,-75.52966
46,,1939 UNION ST  ALLENTOWN PA 18104,40.59323,-75.49572
47,,140 S OTT ST  ALLENTOWN PA 18104,40.58891,-75.51159
48,,2101 MACK BLVD  ALLENTOWN PA 18103,40.57435,-75.47011
49,,2336 S 09TH ST  ALLENTOWN PA 18103,40.58656,-75.5034
50,,709 W EMAUS AVE  ALLENTOWN PA 18103,40.57523,-75.46161
51,,402 THIRD AVE  BETHLEHEM PA 18018,40.61968,-75.38781
52,,600 W MARKET ST  BETHLEHEM PA 18018,40.62107,-75.39136
53,,08TH AVE  BETHLEHEM PA 18018,40.62389,-75.39368
54,,1705 W BROAD ST  BETHLEHEM PA 18018,40.62252,-75.40644
55,,1002 W UNION BLVD  BETHLEHEM PA 18018,40.62603,-75.39577
56,,1414 PENNSYLVANIA AVE  BETHLEHEM PA 18018,40.63334,-75.42055
57,,1002 E UNION BLVD  BETHLEHEM PA 18018,40.62496,-75.36233
58,,200 W 02ND ST  ALBURTIS PA 18011,40.51093,-75.60297
59,,330 02ND ST  CATASAUQUA PA 18032,40.65277,-75.47198
60,,604 04TH ST  CATASAUQUA PA 18032,40.65675,-75.47306
61,,5 MAIN ST  COOPERSBURG PA 18036,40.51146,-75.39054
62,,18 S 03RD ST  COPLAY PA 18037,40.67163,-75.49193
63,,165 CHERRY ST  COPLAY PA 18037,40.67396,-75.49669
64,,44 KLINES LN  EMMAUS PA 18049,40.53968,-75.48549
65,,139 N 04TH ST  EMMAUS PA 18049,40.53735,-75.4931
66,,418 ELM ST  EMMAUS PA 18049,40.53776,-75.49493
67,,3002 N 2ND ST  EMMAUS PA 18049,40.54427,-75.50196
68,,1205 BROADWAY  BETHLEHEM PA 18015,40.60156,-75.39618
69,,950 CHEROKEE ST  BETHLEHEM PA 18015,40.60426,-75.39181
70,,POPLAR ST  MACUNGIE PA 18062,40.5139,-75.55192
71,,649 W WASHINGTON ST  SLATINGTON PA 18080,40.7463,-75.61613
72,,110 S WALNUT ST  SLATINGTON PA 18080,40.75072,-75.60587
73,,1001 POSTAL RD  ALLENTOWN PA 18109,40.64556,-75.43625
74,,6011 MEMORIAL RD  GERMANSVILLE PA 18053,40.70182,-75.70523
75,,5047 HAMILTON BLVD  ALLENTOWN PA 18106,40.56596,-75.55546
76,,1208 BROOKSIDE RD  ALLENTOWN PA 18106,40.55943,-75.55428
77,,WHITEMARSH PLACE  MACUNGIE PA 18062,40.53031,-75.55494
78,,6667 LOWER MACUNGIE RD  TREXLERTOWN PA 18087,40.55062,-75.58475
79,,3400 BROOKSIDE RD  MACUNGIE PA 18062,40.5245,-75.5472
