geoid,countyfp,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag,job_dens,pop10,areakm,popdens,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_white,prc_white_unreliable_flag,cvapdens,cvapdens_unreliable_flag,pollvoter_dens,vbm_rate_tot,vbm_rate_lat,vbm_rate_asn,vbm_rate_youth
42127960100,127,0.13686,0,0.00945,1356,234.09725,5.79246,0.0,1,0.9685,0,0.07231,0,0.06213,0,0.04971,0,0.00421,1,0.0,1,0.02443,1,0.95366,0,0.02375,0,0.02801,0.11772,0.0,,0.04168
42127960200,127,0.53603,0,0.02194,3137,420.66132,7.45731,0.00618,0,0.9635,0,0.1683,0,0.11479,0,0.06755,0,0.00244,1,0.00383,1,0.04805,0,0.9126,0,0.05412,0,0.03474,0.08986,0.0,,0.11764
42127960300,127,0.2197,0,0.00534,2303,106.85354,21.55287,0.00221,1,0.95842,0,0.12356,0,0.04746,0,0.07966,0,0.01006,1,0.00922,1,0.03522,1,0.93166,0,0.04562,0,0.0511,0.07337,0.0,,0.21622
42127960400,127,0.13292,0,0.0428,3112,205.95945,15.10977,0.00774,0,0.98555,0,0.08313,0,0.12568,0,0.06172,0,0.00712,0,0.00136,1,0.02068,1,0.96236,0,0.05353,0,0.07138,0.08974,0.0,0.0,0.25287
42127960500,127,0.19229,0,0.02152,3659,207.91528,17.59851,0.00522,1,0.97661,0,0.08045,0,0.03498,1,0.05697,0,0.00415,1,0.0,1,0.00277,1,0.98894,0,0.0702,0,0.07898,0.09063,0.0,0.0,0.19388
42127960600,127,0.15803,0,0.09645,5128,146.37677,35.03288,0.0048,1,0.91806,0,0.15342,0,0.13641,0,0.08429,0,0.00317,1,0.00791,1,0.04036,0,0.92837,0,0.09501,0,0.1073,0.06009,0.08108,0.0,0.18
42127960700,127,0.1517,0,0.28492,4480,10.41761,430.04103,0.0082,1,0.8175,0,0.1689,0,0.23223,0,0.05292,0,0.00255,1,0.00743,1,0.07196,0,0.91202,0,0.07693,0,0.08294,0.08,0.05263,0.0,0.17857
42127960800,127,0.23994,0,0.16595,4464,94.94199,47.01819,0.00281,1,0.96818,0,0.1447,0,0.11507,0,0.06496,0,0.00739,1,0.00829,1,0.02128,1,0.94489,0,0.08532,0,0.08857,0.06932,0.06667,0.0,0.17037
42127960900,127,0.0,1,0.11715,7072,129.98686,54.4055,0.04613,0,0.94815,0,0.16244,0,0.09468,0,0.05409,0,0.00792,1,0.18051,0,0.09489,0,0.68828,0,0.13791,0,0.08457,0.0656,0.10345,,0.14961
42127961000,127,0.16972,0,0.04264,5269,77.28829,68.17333,0.00318,1,0.96771,0,0.18066,0,0.08792,0,0.12233,0,0.00971,1,0.01029,1,0.01223,1,0.9635,0,0.10305,0,0.11161,0.10539,0.14583,,0.17518
42127961100,127,0.17157,0,0.0387,3828,85.84427,44.59238,0.00576,1,0.98168,0,0.20588,0,0.06063,0,0.0641,0,0.01229,1,0.0,1,0.02137,1,0.95406,0,0.07445,0,0.08083,0.10122,0.1875,0.0,0.05479
42127961200,127,0.2439,0,0.09275,4271,81.42016,52.4563,0.00258,1,0.98405,0,0.14695,0,0.14774,0,0.06127,0,0.00145,1,0.00242,1,0.08356,0,0.90845,0,0.0826,0,0.08439,0.08401,0.02703,0.0,0.15179
42127961300,127,0.25402,0,0.04494,2862,109.64425,26.1026,0.0216,1,0.96967,0,0.16974,0,0.16063,0,0.07075,0,0.00103,1,0.02632,1,0.04272,0,0.92071,0,0.05791,0,0.05827,0.06493,0.12821,0.09412,0.10811
42127961400,127,0.23478,0,0.01545,1881,32.67483,57.56725,0.02395,1,0.95823,0,0.18263,0,0.1466,0,0.08058,0,0.0,1,0.01359,1,0.0199,1,0.95146,0,0.03959,0,0.03729,0.08621,0.16667,0.21429,0.10638
