geoid,countyfp,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag,job_dens,pop10,areakm,popdens,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_white,prc_white_unreliable_flag,cvapdens,cvapdens_unreliable_flag,pollvoter_dens,vbm_rate_tot,vbm_rate_lat,vbm_rate_asn,vbm_rate_youth
42091200103,91,0.0,1,0.00216,4140,5.29545,781.80315,0.10258,0,0.98657,0,0.03111,0,0.03876,1,0.07401,0,0.13696,0,0.03369,1,0.01844,1,0.79789,0,0.00496,0,0.00563,0.07337,0.05263,0.0,0.16098
42091200104,91,0.08049,0,0.00203,4207,5.78615,727.08065,0.08267,0,0.97345,0,0.06504,0,0.02469,0,0.10474,0,0.06722,0,0.00276,1,0.0046,1,0.90976,0,0.00533,0,0.0055,0.05396,0.09919,0.05603,0.12025
42091200105,91,0.00585,0,0.0063,2778,3.9509,703.13136,0.08897,0,0.99452,0,0.0445,0,0.02427,1,0.09599,0,0.17948,0,0.03494,1,0.03935,1,0.74182,0,0.00326,0,0.00391,0.05005,0.18806,0.07776,0.12125
42091200106,91,0.00482,0,0.00115,1857,3.82494,485.4973,0.14329,0,0.85809,0,0.09907,0,0.12414,0,0.06843,0,0.17889,0,0.03275,1,0.00293,1,0.75122,0,0.00256,0,0.00291,0.05887,0.0,0.07273,0.18667
42091200200,91,0.09159,0,0.00144,1375,5.00155,274.91461,0.00826,1,0.97789,0,0.0515,0,0.06261,1,0.20281,0,0.00312,1,0.02886,1,0.03042,0,0.89704,0,0.00168,0,0.00173,0.08701,,0.0,0.13095
42091200301,91,0.0,1,0.01229,5739,4.09542,1401.32307,0.07913,0,0.98224,0,0.03312,1,0.07187,1,0.07628,0,0.1448,0,0.09404,0,0.11614,1,0.60203,0,0.00726,0,0.00805,0.05903,0.02999,0.15496,0.07763
42091200305,91,0.21811,0,0.00071,2291,1.23031,1862.13753,0.02164,1,0.93765,0,0.07148,0,0.05403,1,0.06396,0,0.02924,1,0.00685,1,0.02604,1,0.91868,0,0.00279,0,0.00246,0.04921,0.0,0.36246,0.13524
42091200306,91,0.0,1,0.00451,3434,4.28388,801.60957,0.00951,1,0.9829,0,0.08391,0,0.0465,0,0.08579,0,0.0,1,0.00087,1,0.03148,1,0.94801,0,0.00447,0,0.00576,0.04493,0.0,0.07562,0.10615
42091200307,91,0.28448,0,0.00649,3063,1.85628,1650.07305,0.02354,1,0.89021,0,0.15776,0,0.09717,0,0.0697,0,0.03191,1,0.11225,0,0.06713,0,0.74578,0,0.00361,0,0.00312,0.05142,0.07579,0.05294,0.07201
42091200308,91,0.14219,0,0.00347,3983,1.76636,2254.91389,0.01575,1,0.97627,0,0.09901,0,0.05645,0,0.08663,0,0.03096,1,0.09391,0,0.01769,1,0.83429,0,0.00492,0,0.00474,0.0465,0.07072,0.05852,0.07822
42091200309,91,0.20969,0,0.00048,2660,0.94862,2804.06465,0.01032,1,0.98909,0,0.05417,0,0.02732,1,0.0849,0,0.01107,1,0.02215,1,0.02141,1,0.92322,0,0.00331,0,0.0031,0.04136,0.00498,0.05965,0.08713
42091200310,91,0.0,1,0.0032,2845,6.47956,439.07298,0.02954,1,0.91465,0,0.05495,1,0.05095,1,0.04446,0,0.0131,1,0.00992,1,0.01667,1,0.95792,0,0.00333,0,0.00396,0.06816,0.0953,0.00628,0.16678
