geoid,countyfp,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag,job_dens,pop10,areakm,popdens,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_white,prc_white_unreliable_flag,cvapdens,cvapdens_unreliable_flag,pollvoter_dens,vbm_rate_tot,vbm_rate_lat,vbm_rate_asn,vbm_rate_youth
42001030101,1,0.16765,0,0.00985,2580,55.65503,46.357,0.0,1,0.992,0,0.08538,0,0.08031,0,0.04749,0,0.0,1,0.01544,1,0.05367,1,0.91429,0,0.02517,0,0.02826,0.06347,0.14286,0.0,0.07865
42001030102,1,0.19863,0,0.0089,5780,69.26193,83.45133,0.04113,1,0.9801,0,0.13417,0,0.0488,0,0.08526,0,0.0,1,0.0,1,0.0732,1,0.91492,0,0.05668,0,0.05427,0.06216,0.0,0.0,0.11602
42001030200,1,0.19535,0,0.05884,5500,121.52061,45.25981,0.1156,0,0.97119,0,0.1124,0,0.15903,0,0.08692,0,0.01326,1,0.00626,1,0.17514,0,0.7989,0,0.04812,0,0.04763,0.0533,0.01961,,0.06536
42001030300,1,0.22109,0,0.0366,4156,112.07907,37.08097,0.05922,0,0.97667,0,0.04024,0,0.06982,0,0.08999,0,0.0124,1,0.00964,1,0.11662,0,0.85147,0,0.03943,0,0.03741,0.06539,0.05769,0.0,0.11382
42001030400,1,0.2183,0,0.02764,5829,179.46266,32.48029,0.03195,0,0.96839,0,0.06652,0,0.09511,0,0.04991,0,0.01842,1,0.00654,1,0.09208,0,0.88227,0,0.057,0,0.05501,0.0688,0.0,0.0,0.06962
42001030500,1,0.15778,0,0.04115,3767,64.00612,58.85375,0.07567,0,0.97422,0,0.13246,0,0.10339,0,0.09089,0,0.00105,1,0.00501,1,0.16175,0,0.82403,0,0.03588,0,0.03499,0.06538,0.025,0.0,0.0463
42001030600,1,0.26089,0,0.1047,4928,89.24079,55.22138,0.03035,1,0.98516,0,0.17227,0,0.12918,0,0.06317,0,0.0004,1,0.01251,1,0.09183,0,0.88597,0,0.05059,0,0.04773,0.06503,0.02941,0.1,0.2197
42001030700,1,0.26897,0,0.01542,6493,81.7059,79.46795,0.00959,1,0.9471,0,0.11505,0,0.07964,0,0.0537,0,0.0048,1,0.02043,1,0.0178,1,0.935,0,0.06124,0,0.05782,0.05791,0.0,0.0,0.05128
42001030800,1,0.18961,0,0.07235,7451,58.7254,126.87866,0.01466,0,0.97263,0,0.11546,0,0.08966,0,0.08489,0,0.00398,1,0.01892,1,0.03716,0,0.92732,0,0.07202,0,0.07482,0.05255,0.01923,0.0,0.11638
42001030900,1,0.24477,0,0.13607,7300,26.80758,272.31104,0.04661,0,0.91945,0,0.10167,0,0.09676,0,0.06171,0,0.00458,1,0.00863,1,0.09361,0,0.8758,0,0.07272,0,0.0651,0.05964,0.0375,,0.12258
42001031000,1,0.40312,0,0.02122,1781,8.05637,221.0674,0.04263,1,0.95691,0,0.11111,0,0.07713,0,0.04606,0,0.0,1,0.0,1,0.03428,1,0.96572,0,0.01775,0,0.01188,0.07216,0.15789,0.0,0.15441
42001031101,1,0.3788,0,0.04118,5163,3.01198,1714.1532,0.00899,1,0.90833,0,0.09488,0,0.07786,0,0.07937,0,0.00774,1,0.00813,1,0.03115,1,0.93929,0,0.05002,0,0.03759,0.05005,0.02282,0.51479,0.07676
42001031102,1,0.0,1,0.02197,3179,17.40899,182.60679,0.02105,1,0.98638,0,0.05463,0,0.03609,0,0.05529,0,0.003,1,0.0,1,0.05439,1,0.89994,0,0.03297,0,0.03881,0.07013,0.1328,0.0,0.16088
42001031201,1,0.1242,0,0.03232,3670,67.93003,54.02618,0.00586,1,0.97161,0,0.11368,0,0.00944,1,0.04066,0,0.00217,1,0.02223,1,0.03009,1,0.91434,0,0.03836,0,0.04377,0.08088,0.07692,0.5,0.16842
42001031202,1,0.10536,0,0.00698,2700,28.26808,95.51408,0.0,1,0.92059,0,0.05378,0,0.03274,1,0.08572,0,0.00221,1,0.0,1,0.00625,1,0.97461,0,0.0272,0,0.02837,0.07366,0.0,1.0,0.16883
42001031203,1,0.22235,0,0.0053,3148,45.52136,69.15435,0.0,1,0.978,0,0.09162,0,0.05721,0,0.10556,0,0.00379,1,0.0,1,0.01517,1,0.96587,0,0.03278,0,0.03218,0.05912,0.0,0.0,0.13274
42001031300,1,0.16505,0,0.04803,4434,3.89202,1139.2541,0.03135,1,0.9232,0,0.12668,0,0.05193,1,0.0949,0,0.0,1,0.01365,1,0.03626,1,0.91898,0,0.04146,0,0.04368,0.05739,0.11112,1.0,0.09999
