geoid,countyfp,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag,job_dens,pop10,areakm,popdens,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_white,prc_white_unreliable_flag,cvapdens,cvapdens_unreliable_flag,pollvoter_dens,vbm_rate_tot,vbm_rate_lat,vbm_rate_asn,vbm_rate_youth
42121200000,121,0.19777,0,0.01758,3562,221.82175,16.05794,0.00032,1,0.96784,0,0.14145,0,0.12354,0,0.05739,0,0.00275,1,0.00397,1,0.00855,1,0.96673,0,0.0621,0,0.07179,0.04396,0.0,,0.125
42121200100,121,0.18713,0,0.01739,4167,209.34301,19.90513,0.00339,1,0.9672,0,0.14365,0,0.09716,0,0.07967,0,0.0056,1,0.00107,1,0.01039,1,0.96216,0,0.07202,0,0.0813,0.05765,,,0.14815
42121200200,121,0.25748,0,0.10825,5830,197.78755,29.47607,0.00761,1,0.96986,0,0.16843,0,0.10511,0,0.07658,0,0.0,1,0.01671,1,0.01566,0,0.9316,0,0.11095,0,0.10925,0.07146,0.5,,0.21429
42121200300,121,0.2389,0,0.06247,1771,5.08566,348.23384,0.01235,1,0.92136,0,0.22847,0,0.16856,0,0.10232,0,0.0,1,0.00251,1,0.01444,1,0.9705,0,0.02986,0,0.02585,0.08739,0.0,,0.2
42121200400,121,0.22342,0,0.05533,2308,4.26675,540.92663,0.00421,1,0.76281,0,0.18932,0,0.17354,0,0.09278,0,0.01289,1,0.0073,1,0.00644,1,0.95404,0,0.04395,0,0.04166,0.08675,0.0,0.0,0.17508
42121200500,121,0.28633,0,0.08113,2466,3.0904,797.95526,0.01711,1,0.84053,0,0.22767,0,0.20338,0,0.09412,0,0.0,1,0.03181,1,0.02048,1,0.93203,0,0.04562,0,0.04226,0.08031,0.0,0.0,0.13764
42121200600,121,0.28982,0,0.16352,5294,100.10351,52.88526,0.00208,1,0.97671,0,0.12281,0,0.10746,0,0.04936,0,0.00197,1,0.00869,1,0.01145,1,0.96426,0,0.10223,0,0.09314,0.05704,0.00302,,0.10465
42121200700,121,0.30405,0,0.10035,2201,3.5952,612.20516,0.0,1,0.80642,0,0.28976,0,0.36167,0,0.09309,0,0.0,1,0.02399,1,0.01008,1,0.9261,0,0.03893,0,0.02764,0.0559,0.0,,0.01594
42121200800,121,0.23429,0,0.01992,2465,2.47085,997.63175,0.00514,1,0.95426,0,0.12089,0,0.06725,1,0.14046,0,0.00234,1,0.01834,1,0.01678,1,0.95669,0,0.04825,0,0.0488,0.06986,0.68333,,0.1095
42121200900,121,0.26316,0,0.02574,2509,1.2112,2071.5001,0.00657,1,0.85322,0,0.24449,0,0.24285,0,0.09316,0,0.0,1,0.01343,1,0.02056,1,0.95006,0,0.04359,0,0.03977,0.07735,0.06817,,0.08429
42121201000,121,0.23921,0,0.04312,3382,5.25247,643.88774,0.0,1,0.92929,0,0.22524,0,0.22108,0,0.04776,0,0.0,1,0.00136,1,0.00779,1,0.98882,0,0.05279,0,0.05005,0.07018,0.29307,,0.11212
42121201100,121,0.28032,0,0.02801,4835,297.39451,16.25787,0.00263,1,0.9545,0,0.16075,0,0.07686,0,0.05874,0,0.0,1,0.0,1,0.00729,0,0.98125,0,0.09065,0,0.08808,0.061,0.0,,0.11765
42121201200,121,0.28617,0,0.06152,3006,81.18165,37.02807,0.00745,1,0.96769,0,0.21367,0,0.09708,0,0.0793,0,0.02016,1,0.0,1,0.00706,1,0.96337,0,0.05733,0,0.05575,0.05149,0.0,,0.06614
42121201300,121,0.14176,0,0.14069,3679,100.18211,36.72312,0.0,1,0.92114,0,0.19585,0,0.16076,0,0.02093,0,0.00203,1,0.00233,1,0.00116,1,0.98547,0,0.06772,0,0.07736,0.06553,1e-05,,0.14989
42121201400,121,0.24007,0,0.04673,3908,275.99149,14.15986,0.01156,0,0.91132,0,0.14199,0,0.12995,0,0.06547,0,0.005,1,0.00316,1,0.00578,0,0.96214,0,0.06951,0,0.07259,0.05447,0.0,,0.06931
42121201500,121,0.18636,0,0.02826,3601,259.7578,13.86291,0.01361,0,0.95125,0,0.09171,0,0.09791,0,0.06721,0,0.00874,1,0.00121,1,0.01477,1,0.94394,0,0.06449,0,0.0747,0.07217,0.25,1.0,0.03061
