geoid,countyfp,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag,job_dens,pop10,areakm,popdens,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_white,prc_white_unreliable_flag,cvapdens,cvapdens_unreliable_flag,pollvoter_dens,vbm_rate_tot,vbm_rate_lat,vbm_rate_asn,vbm_rate_youth
42125704100,125,0.49544,0,0.05236,1934,0.9194,2103.54716,0.01655,1,0.54087,0,0.27897,0,0.49247,0,0.33645,0,0.01246,1,0.20509,0,0.04154,0,0.6812,0,0.01038,0,0.00454,0.05849,0.12711,0.0,0.01806
42125711000,125,0.20095,0,0.00477,3835,181.98367,21.07332,0.00998,1,0.96523,0,0.12115,0,0.06115,0,0.06703,0,0.00445,1,0.00445,1,0.0144,1,0.96858,0,0.01925,0,0.01488,0.07667,0.0,,0.10256
42125712700,125,0.20183,0,0.00552,1388,1.61006,862.08211,0.01219,1,0.88488,0,0.14728,0,0.10587,0,0.0722,0,0.0,1,0.0,1,0.03971,0,0.96029,0,0.00666,0,0.00641,0.0541,,,0.05405
42125713700,125,0.18563,0,0.01499,4476,89.2394,50.15722,0.00422,1,0.92785,0,0.12553,0,0.13988,0,0.0772,0,0.0,1,0.0,1,0.0,1,0.99591,0,0.01998,0,0.02111,0.04545,0.0,1.0,0.06897
42125714000,125,0.2807,0,0.00389,2844,55.99763,50.78786,0.01564,1,0.99153,0,0.13192,0,0.1287,0,0.08114,0,0.0101,1,0.02019,0,0.02308,1,0.90516,0,0.01377,0,0.01318,0.04549,0.00584,0.12102,0.07547
42125715700,125,0.23012,0,0.00349,1766,0.83461,2115.95706,0.02581,1,0.9031,0,0.14315,0,0.11322,0,0.07405,0,0.02725,1,0.02014,1,0.03199,1,0.92062,0,0.00802,0,0.00742,0.04704,0.0,0.0,0.05882
42125721000,125,0.21884,0,0.00419,4209,192.47769,21.86747,0.00196,1,0.96955,0,0.10612,0,0.0788,0,0.08484,0,0.00211,1,0.00352,1,0.0082,0,0.97071,0,0.02094,0,0.02144,0.04301,0.0,,0.08889
42125722700,125,0.14625,0,0.00764,3515,92.39136,38.04468,0.02409,1,0.94382,0,0.14227,0,0.02759,1,0.0711,0,0.0,1,0.0,1,0.0401,1,0.9599,0,0.01643,0,0.01964,0.05586,0.0,,0.13393
42125731000,125,0.23774,0,0.01183,6053,192.24052,31.4866,0.00208,1,0.95621,0,0.1214,0,0.1027,0,0.07918,0,0.0023,1,0.00543,1,0.00642,1,0.96757,0,0.02942,0,0.0283,0.03876,0.5,0.0,0.06211
42125732000,125,0.24982,0,0.00641,3339,55.96287,59.66456,0.00545,1,0.98595,0,0.08033,0,0.05569,0,0.08462,0,0.0,1,0.0,1,0.00554,1,0.98308,0,0.01686,0,0.01711,0.062,0.33333,0.0,0.09917
42125741100,125,0.12749,0,0.00984,4141,30.56135,135.49793,0.00169,1,0.97762,0,0.04175,0,0.03242,0,0.07956,0,0.0,1,0.00207,1,0.00115,1,0.99678,0,0.02076,0,0.02531,0.05163,0.23875,0.0,0.10741
42125741300,125,0.11198,0,0.03135,3346,19.76908,169.25422,0.0,1,0.97977,0,0.05561,0,0.04051,1,0.06209,0,0.00562,1,0.00503,1,0.01922,1,0.96452,0,0.01707,0,0.01964,0.06268,0.15064,0.0,0.08358
