,osm_id,code,fclass,name,point_x,point_y,lon,lat
0,25612775,2005,post_office,,-75.2632079000,40.7560085000,-75.26321,40.75601
1,226488763,2008,town_hall,,-75.2630795000,40.7559541000,-75.26308,40.75595
2,259212022,2005,post_office,,-75.4958042000,40.6868891000,-75.4958,40.68689
3,889001298,2001,police,Wind Gap Police Station,-75.2929644000,40.8469455000,-75.29296,40.84695
4,889010670,2002,fire_station,,-75.2905571000,40.8506179000,-75.29056,40.85062
5,1279893724,2001,police,Forks Township Police Department,-75.2206413000,40.7151923000,-75.22064,40.71519
6,1585753733,2008,town_hall,Hellertown Borough Hall,-75.3405630000,40.5795108000,-75.34056,40.57951
7,1585753736,2001,police,Hellertown Police,-75.3405683000,40.5796130000,-75.34057,40.57961
8,2003101359,2002,fire_station,Portland Hook &Ladder,-75.0946433000,40.9206923000,-75.09464,40.92069
9,3528716231,2002,fire_station,Southeastern Volunteer Fire Co. Station #62,-75.2768942000,40.5855330000,-75.27689,40.58553
10,3531192340,2005,post_office,The UPS Store,-75.3406597000,40.5631364000,-75.34066,40.56314
11,3561965064,2001,police,Bethlehem Township Police,-75.3142892000,40.6661898000,-75.31429,40.66619
12,3561965065,2008,town_hall,Bethlehem Township Municipal Building,-75.3139103000,40.6662652000,-75.31391,40.66627
13,3774416133,2002,fire_station,West Easton Fire Co.,-75.2381532000,40.6785389000,-75.23815,40.67854
14,3774416134,2002,fire_station,West Easton Fire Co,-75.2381532000,40.6785389000,-75.23815,40.67854
15,4205771899,2001,police,Lehigh University Police Substation,-75.3790611000,40.6096986000,-75.37906,40.6097
16,5215587085,2007,library,Mack Library,-75.3234306000,40.6725124000,-75.32343,40.67251
17,5265744562,2001,police,Nazareth Borough Municipal Offices,-75.3121132000,40.7396151000,-75.31211,40.73962
18,5265775347,2002,fire_station,Vigilance Hose Co,-75.3092030000,40.7411474000,-75.3092,40.74115
19,5265775380,2007,library,Memorial Library Of Nazareth,-75.3064403000,40.7428809000,-75.30644,40.74288
20,5265780089,2005,post_office,Nazareth Post Office,-75.3122151000,40.7430780000,-75.31222,40.74308
21,5265817287,2001,police,Upper Nazareth Police Department,-75.2976453000,40.7521835000,-75.29765,40.75218
22,5265817298,2002,fire_station,Upper Nazareth Fire Department,-75.2985734000,40.7501455000,-75.29857,40.75015
23,5265817299,2008,town_hall,,-75.2976614000,40.7520392000,-75.29766,40.75204
24,5603142876,2001,police,Robert A. Lasso Police Center,-75.3408439000,40.6256546000,-75.34084,40.62565
25,5603142877,2002,fire_station,Freemansburg Volunteer Fire Company,-75.3411374000,40.6255671000,-75.34114,40.62557
26,5610513626,2005,post_office,,-75.2532094000,40.7405504000,-75.25321,40.74055
27,5794772449,2008,town_hall,Chapman Borough Hall,-75.4042398000,40.7594807000,-75.40424,40.75948
28,5807665802,2002,fire_station,Hanover Township Fire Station,-75.3869572000,40.6681222000,-75.38696,40.66812
29,5842947490,2005,post_office,Treichlers Post Office,-75.5436670000,40.7357137000,-75.54367,40.73571
30,6176632477,2005,post_office,United States Post Office,-75.0964151000,40.9218439000,-75.09642,40.92184
31,6215093536,2002,fire_station,Schweder Fire Station,-75.3724347000,40.6108864000,-75.37243,40.61089
32,6217701597,2001,police,Bethlehem Police Department: Northeast Sub Station,-75.3512234000,40.6297748000,-75.35122,40.62977
33,6320009850,2009,courthouse,Northampton County Magisterial District Judge District 03-2-11,-75.3565816000,40.6301021000,-75.35658,40.6301
34,6338848545,2001,police,Bethlehem Police Department: Center City Substation,-75.3706795000,40.6247441000,-75.37068,40.62474
35,6684736388,2001,police,Slate Belt Regional Police Department,-75.2871384000,40.8082613000,-75.28714,40.80826
