geoid,countyfp,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag,job_dens,pop10,areakm,popdens,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_white,prc_white_unreliable_flag,cvapdens,cvapdens_unreliable_flag,pollvoter_dens,vbm_rate_tot,vbm_rate_lat,vbm_rate_asn,vbm_rate_youth
42071000100,71,0.08163,0,0.02969,2530,0.56285,4495.01208,0.28777,0,0.61164,0,0.24693,0,0.44518,0,0.09539,0,0.08516,1,0.0932,0,0.27741,0,0.48977,0,0.00476,0,0.00624,0.07507,0.02465,0.0,0.06484
42071000200,71,0.10588,0,0.01179,2948,1.17209,2515.16589,0.16496,0,0.87018,0,0.1814,0,0.2915,1,0.13623,0,0.126,0,0.14619,0,0.4161,0,0.2938,0,0.00604,0,0.00813,0.05401,0.04015,5e-05,0.06274
42071000300,71,0.27096,0,0.00201,5012,0.84791,5911.00558,0.1076,0,0.85305,0,0.12008,0,0.24308,0,0.06929,0,0.02935,1,0.16054,0,0.34225,0,0.44169,0,0.00894,0,0.01052,0.05257,0.03125,0.01814,0.04518
42071000400,71,0.26882,0,0.03736,4444,0.72488,6130.67283,0.13146,0,0.77494,0,0.16077,0,0.19236,0,0.08992,0,0.07904,1,0.1262,0,0.20135,0,0.51516,0,0.00801,0,0.0093,0.05972,0.03172,0.05049,0.03337
42071000500,71,0.38193,0,0.00441,4481,0.87206,5138.41361,0.06147,0,0.86607,0,0.12328,0,0.18192,0,0.32988,0,0.07724,0,0.0502,0,0.12215,0,0.69187,0,0.00955,0,0.00961,0.07156,0.03668,0.16092,0.10898
42071000600,71,0.13475,0,0.00334,3306,0.50731,6516.73617,0.05189,0,0.82622,0,0.17605,0,0.13662,0,0.11864,0,0.03185,1,0.08773,0,0.25757,0,0.59725,0,0.00645,0,0.00959,0.06783,0.03201,0.0,0.04198
42071000700,71,0.0,1,0.0029,3957,0.41833,9459.01977,0.10708,0,0.6752,0,0.11417,0,0.20428,0,0.14972,0,0.0,1,0.17521,0,0.2567,0,0.52801,0,0.00785,0,0.00645,0.05374,0.02377,0.23077,0.05421
42071000800,71,0.35965,0,0.00273,3794,0.99289,3821.15552,0.25754,0,0.75371,0,0.15115,0,0.19642,0,0.15398,0,0.02028,1,0.13429,0,0.58977,0,0.24273,0,0.00633,0,0.00504,0.03871,0.00678,0.00743,0.04732
42071000900,71,0.64385,0,0.00172,3757,0.36713,10233.31205,0.23404,0,0.62714,0,0.25972,0,0.45115,0,0.10093,0,0.01647,1,0.2348,0,0.62564,0,0.11351,0,0.00519,0,0.00251,0.03384,0.02806,0.09587,0.00462
42071001000,71,0.15437,0,0.00187,4018,0.40735,9863.8278,0.23999,0,0.70949,0,0.18646,0,0.27783,0,0.10691,0,0.0,1,0.1871,0,0.50697,0,0.23969,0,0.00609,0,0.00652,0.02634,0.02192,0.13193,0.01837
