cluster,site,cost
10.0,1358.0,51.497282273817504
10.0,1359.0,53.04909438877823
10.0,1370.0,65.3188190302744
10.0,1371.0,65.88104304757343
10.0,1373.0,66.02576224923372
10.0,1380.0,75.9235578673132
10.0,1381.0,75.98168753537588
10.0,1388.0,81.0012755313584
10.0,1389.0,82.36530824041927
10.0,1390.0,83.55251119318251
10.0,1410.0,35.20793492984702
10.0,1424.0,42.864170156710216
10.0,1425.0,41.62916127108007
10.0,1427.0,46.65279232480396
10.0,1428.0,47.37443150608324
10.0,1430.0,53.186015588547306
10.0,1431.0,52.20947762888682
10.0,1432.0,51.332535550993796
10.0,1433.0,52.21739642563806
10.0,1434.0,53.49283878088928
10.0,1436.0,52.13057415970635
10.0,1445.0,66.74927350229399
10.0,1446.0,64.10082904680291
10.0,1447.0,64.93003878495645
10.0,1448.0,66.26101694991848
10.0,1466.0,83.9005555524173
10.0,1494.0,30.838940683758565
10.0,1502.0,42.33236407471386
10.0,1543.0,81.22555281272841
10.0,1503.0,43.729468477761074
10.0,1504.0,54.009390794871315
10.0,1505.0,51.5732863048319
10.0,1506.0,49.87715124325387
10.0,1507.0,51.98565883021499
10.0,1508.0,48.374664509561796
10.0,1509.0,50.91635787454372
10.0,1510.0,51.06929982590267
10.0,1513.0,52.880247441921426
10.0,1517.0,58.57355227495856
10.0,1522.0,66.98998683819566
10.0,1523.0,63.855948536780176
10.0,1524.0,64.89695366931898
10.0,1525.0,68.8136198803123
10.0,1533.0,71.68883266658156
10.0,1542.0,79.49451474743456
10.0,1544.0,86.27886417582815
10.0,1549.0,10.487466911901773
10.0,1573.0,30.73125480010439
10.0,1574.0,31.908587868318694
10.0,1582.0,43.731002274224224
10.0,1583.0,56.31725563387363
10.0,1585.0,51.17394172879454
10.0,1586.0,48.12513364597797
10.0,1588.0,49.03562167212533
10.0,1589.0,50.33745372750208
10.0,1595.0,55.66065605663304
10.0,1596.0,58.12468802004662
10.0,1605.0,72.65890900504668
10.0,1606.0,73.42617707767272
10.0,1612.0,70.76152830578769
10.0,1621.0,84.83100995665077
10.0,1622.0,78.33189031754405
10.0,1623.0,79.61026903179959
10.0,1624.0,82.31324274095421
10.0,1630.0,10.033230765406937
10.0,1661.0,40.48388929623325
10.0,1666.0,53.435835921444934
10.0,1668.0,46.542115649893745
10.0,1669.0,49.823122386703986
10.0,1670.0,50.51960367717088
10.0,1671.0,51.597911803483534
10.0,1679.0,60.61585731926243
10.0,1680.0,61.8633152833968
10.0,1690.0,66.93091327105294
10.0,1704.0,82.09723642780722
10.0,1705.0,79.86468494707599
10.0,1706.0,82.06868907299095
10.0,1743.0,41.791059937614186
10.0,1751.0,49.37822348404823
10.0,1761.0,61.147947989972174
10.0,1762.0,64.58269962728933
10.0,1772.0,66.7509525418099
10.0,1779.0,72.66056169835855
10.0,1787.0,79.91308988326101
10.0,1788.0,79.7581026214021
10.0,1816.0,24.032476667453743
10.0,1818.0,25.684412243528406
10.0,1830.0,43.00001267600384
10.0,1843.0,58.88335150377851
10.0,1844.0,60.87629998520002
10.0,1847.0,61.95778407184424
10.0,1848.0,69.411316327303
10.0,1864.0,71.11843635505012
10.0,1902.0,24.22497694707147
10.0,1903.0,23.343543812991662
10.0,1905.0,27.953888177762312
10.0,1917.0,43.78024929474195
10.0,1923.0,52.977047598281395
10.0,1932.0,61.95110903735805
10.0,1933.0,61.487527196354904
10.0,1934.0,61.39721017198467
10.0,1935.0,62.29540694830291
10.0,1937.0,68.97685872356482
10.0,1940.0,66.1946621370477
10.0,1941.0,62.81967661503246
10.0,1951.0,70.02379880176741
10.0,1952.0,71.0245717894518
10.0,1967.0,10.87750754967875
10.0,1968.0,10.762457156349807
10.0,1989.0,22.66886872879565
10.0,1990.0,22.855929760025855
10.0,1991.0,23.873768377098692
10.0,2006.0,46.30727925733531
10.0,2007.0,49.054224532473505
10.0,2009.0,48.763920681205285
10.0,2010.0,55.34680290169771
10.0,2015.0,53.76253054611885
10.0,2016.0,52.74403252829788
10.0,2020.0,58.38923739488915
10.0,2025.0,64.58757143809376
10.0,2028.0,63.64421139326454
10.0,2029.0,63.26031538620574
10.0,2032.0,68.25207971195418
10.0,2033.0,69.9061490820065
10.0,2039.0,69.96161678926539
10.0,2059.0,10.561663290541464
10.0,2072.0,12.48887369977755
10.0,2073.0,12.949845278188576
10.0,2074.0,13.779594119328422
10.0,2075.0,15.011091503349201
10.0,2076.0,16.036824785315723
10.0,2079.0,19.24344389625561
10.0,2080.0,20.677104900145405
10.0,2097.0,46.010262659904626
10.0,2098.0,44.876768432457354
10.0,2099.0,45.46166136993482
10.0,2100.0,46.560173803603284
10.0,2101.0,48.46810251972293
10.0,2104.0,51.92728079382062
10.0,2105.0,53.42759871070806
10.0,2106.0,56.00612506312583
10.0,2107.0,53.23867977499529
10.0,2109.0,54.553650135515745
10.0,2111.0,57.48396914827874
10.0,2118.0,61.1112271885595
10.0,2119.0,61.793361479635344
10.0,2121.0,61.102728797914885
10.0,2123.0,66.86249143352948
10.0,2142.0,75.27506684275993
10.0,2158.0,5.771391999204644
10.0,2164.0,16.104578771421828
10.0,2165.0,14.862008525233948
10.0,2166.0,17.64239849876347
10.0,2167.0,17.031434998198023
10.0,2196.0,51.39158170994998
10.0,2203.0,57.43171518081382
10.0,2205.0,59.73953677227367
10.0,2210.0,63.50190535476428
10.0,2211.0,59.56515612837334
10.0,2213.0,59.14941427146305
10.0,2226.0,70.1587123123313
10.0,2233.0,73.7138815121275
10.0,2234.0,74.08372505047241
10.0,2249.0,6.29447475362571
10.0,2298.0,62.140275211633906
10.0,2299.0,60.92530907644806
10.0,2300.0,60.50720152925479
10.0,2304.0,63.55963635007913
10.0,2306.0,57.86294031319444
10.0,2307.0,58.19502800131504
10.0,2311.0,61.549879058270065
10.0,2317.0,67.91020689452591
10.0,2318.0,69.77348823967363
10.0,2320.0,70.30448014262198
10.0,2327.0,72.88234709429162
10.0,2328.0,74.44693854171727
10.0,2344.0,13.315967358725258
10.0,2373.0,39.51634167366181
10.0,2374.0,37.7341641350435
10.0,2382.0,47.00233966041416
10.0,2392.0,59.92381816600141
10.0,2394.0,51.57481372940008
10.0,2401.0,57.009104579291105
10.0,2402.0,58.002633603611635
10.0,2418.0,67.77631828745155
10.0,2440.0,7.888307007841724
10.0,2469.0,34.468650570476655
10.0,2471.0,34.328160928760184
10.0,2472.0,35.987511469975836
10.0,2478.0,48.30595281860322
10.0,2483.0,56.62933005851071
10.0,2484.0,55.2827775587282
10.0,2505.0,62.40364811322992
10.0,2513.0,66.21165078400293
10.0,2564.0,33.65351194221912
10.0,2565.0,32.62641760541023
10.0,2566.0,34.93358973808574
10.0,2567.0,35.90386475765899
10.0,2579.0,52.92520712612849
10.0,2580.0,53.68512013394536
10.0,2591.0,54.731454113882926
10.0,2592.0,54.45773644079955
10.0,2608.0,66.19203031847047
10.0,2639.0,15.5733035676963
10.0,2656.0,32.372135974431075
10.0,2657.0,36.122837255701654
10.0,2660.0,39.261650433774655
10.0,2670.0,50.59972115051116
10.0,2671.0,51.76083955365102
10.0,2674.0,48.395079179833175
10.0,2675.0,51.540356622760086
10.0,2683.0,54.80005092996903
10.0,2684.0,56.02922935093663
10.0,2688.0,64.78025342969507
10.0,2689.0,58.549547674540776
10.0,2727.0,21.6285744240722
10.0,2748.0,38.435039524954895
10.0,2749.0,40.67107466979688
10.0,2762.0,50.18777631033389
10.0,2769.0,55.288609220945446
10.0,2770.0,51.27751896034172
10.0,2777.0,57.129805419951936
10.0,2818.0,20.1103290225129
10.0,2832.0,38.076091339532745
10.0,2833.0,38.8166570372722
10.0,2853.0,50.39073555845027
10.0,2854.0,51.73882831697239
10.0,2860.0,55.64079725511418
10.0,2861.0,56.91253100932398
10.0,2865.0,58.45972887812847
10.0,2891.0,18.30916457000442
10.0,2892.0,19.935459572924866
10.0,2909.0,40.77055689684196
10.0,2925.0,50.18053510360543
10.0,2926.0,51.222251335104055
10.0,2930.0,56.42609236762219
10.0,2934.0,55.33285188620517
10.0,2935.0,55.9939768194076
10.0,2936.0,56.579286076618644
10.0,2938.0,56.3495992597756
10.0,2939.0,57.18243259518018
10.0,2992.0,50.51423512970308
10.0,2993.0,48.423219682376846
10.0,2994.0,48.779011497655155
10.0,2996.0,55.51716622398567
10.0,2997.0,56.068983987789466
10.0,3002.0,54.279888311075005
10.0,3048.0,41.2249311688473
10.0,3049.0,43.00640034254584
10.0,3057.0,49.649512448355445
10.0,3058.0,47.2789443893996
10.0,3059.0,49.07100150598155
10.0,3064.0,52.64724486717874
10.0,3092.0,32.50119310344048
10.0,3101.0,35.4384254640807
10.0,3117.0,46.402880571030245
10.0,3118.0,49.343402863059616
10.0,3121.0,49.298337613273425
10.0,3122.0,51.61759594277495
10.0,3128.0,55.28484849238026
10.0,3129.0,52.371536948517566
10.0,3147.0,30.458327332379056
10.0,3156.0,34.80540944509155
10.0,3176.0,49.5211310565483
10.0,3177.0,47.387321171750806
10.0,3198.0,32.161157809469046
10.0,3201.0,31.605342585385085
10.0,3202.0,29.03969927819083
10.0,3203.0,32.54755193828752
10.0,3204.0,28.97607070995789
10.0,3206.0,31.471267747252682
10.0,3233.0,54.797066284654235
10.0,3247.0,27.89177607534201
10.0,3248.0,29.56791287676371
10.0,3251.0,29.94231896305317
10.0,3252.0,30.03994037081265
10.0,3253.0,27.799671689241325
10.0,3254.0,28.45882488247582
10.0,3281.0,51.101796173925614
10.0,3282.0,52.413765439700285
10.0,3297.0,28.74712963078032
10.0,3298.0,27.223220360238017
10.0,3299.0,26.7147472086242
10.0,3301.0,29.58073796485742
10.0,3327.0,50.050346895452336
10.0,3328.0,51.965440536323754
10.0,3344.0,30.553051584105056
10.0,3352.0,35.39532300649503
10.0,3366.0,43.186428880500976
10.0,3391.0,31.91091729302921
10.0,3392.0,37.02343788588659
10.0,3433.0,39.18783442563128
10.0,3434.0,36.884830031961144
10.0,3587.0,41.10796916183596
10.0,3588.0,40.14463512428019
10.0,3589.0,40.91578603086302
10.0,3606.0,44.229069737227114
10.0,3607.0,43.405250034740384
10.0,3645.0,46.23417742112238
10.0,3659.0,46.92257266389271
10.0,3660.0,47.97447518293778
25.0,14.0,40.30013399055739
25.0,15.0,41.35835686453058
25.0,17.0,43.21435969799025
25.0,18.0,44.28517854298261
25.0,24.0,39.8342632835369
25.0,27.0,49.2679898817923
25.0,28.0,44.859278733122665
25.0,38.0,43.58765684860084
25.0,40.0,42.51524430681352
25.0,53.0,43.15220653977858
25.0,115.0,41.15994482210098
25.0,116.0,41.785785725825484
25.0,132.0,42.16681406381158
25.0,133.0,40.60782143329224
25.0,139.0,38.274842357736716
25.0,140.0,38.917279630158944
25.0,141.0,40.365315719487484
25.0,153.0,47.69059275569771
25.0,167.0,38.18960617395951
25.0,168.0,42.09545503125504
25.0,182.0,46.40060356758332
25.0,197.0,40.52318739358993
25.0,246.0,44.41970829374435
25.0,247.0,43.708091606158135
25.0,296.0,36.8784269327799
25.0,303.0,31.800331564492275
25.0,304.0,31.782164116967202
25.0,336.0,38.80242981594939
25.0,343.0,29.31483763530391
25.0,344.0,30.382948786459043
25.0,384.0,28.16691861259895
25.0,387.0,27.21407682652516
25.0,388.0,27.66117091478494
25.0,394.0,26.040570171623152
25.0,396.0,29.219856338623284
25.0,403.0,42.182909741655806
25.0,426.0,30.588772788845112
25.0,427.0,27.99166167497234
25.0,428.0,28.064692109808988
25.0,430.0,26.678060819963466
25.0,431.0,25.24884064274796
25.0,432.0,23.981780108615958
25.0,433.0,24.4689224154001
25.0,436.0,22.495753538717736
25.0,437.0,24.60138044167174
25.0,449.0,37.14395687899161
25.0,450.0,37.49839421468088
25.0,469.0,29.14324679682354
25.0,472.0,25.676994792896462
25.0,478.0,24.09644549939727
25.0,479.0,22.100478954105412
25.0,481.0,21.469773944598405
25.0,496.0,41.230563313927675
25.0,501.0,38.55134707960462
25.0,502.0,36.62593169193017
25.0,507.0,31.477219571659532
25.0,513.0,32.56210893906819
25.0,514.0,29.8582218797768
25.0,528.0,20.555994382790463
25.0,540.0,44.664111951031316
25.0,541.0,45.49168101661099
25.0,545.0,41.31364855383969
25.0,546.0,37.04954575393414
25.0,549.0,37.67991316598448
25.0,550.0,36.96110297050062
25.0,551.0,36.46472772011564
25.0,556.0,31.87291865553016
25.0,561.0,27.88971255297203
25.0,562.0,27.02631960928082
25.0,563.0,27.11468825729802
25.0,565.0,27.493068711397218
25.0,567.0,28.98141374725042
25.0,568.0,28.07382380354679
25.0,577.0,21.386845539165122
25.0,579.0,26.579245653497708
25.0,580.0,29.93465445462115
25.0,581.0,31.076428349509737
25.0,591.0,44.6683248581858
25.0,592.0,43.58563754537433
25.0,597.0,37.04162449428732
25.0,598.0,35.85344026969836
25.0,599.0,38.30469233576271
25.0,601.0,36.151401353688755
25.0,602.0,36.890842366774855
25.0,603.0,35.26148474191001
25.0,604.0,33.672574415034056
25.0,605.0,36.165799463811815
25.0,606.0,31.535400169691247
25.0,614.0,25.85187194750643
25.0,618.0,28.712492823144892
25.0,627.0,20.36771421825096
25.0,628.0,20.13782246138168
25.0,645.0,42.99929929491141
25.0,646.0,40.999927875571814
25.0,647.0,40.894033533791955
25.0,652.0,35.71347719053661
25.0,653.0,36.27476695697954
25.0,654.0,35.38786723411179
25.0,655.0,34.97435635387516
25.0,656.0,33.61462056156278
25.0,657.0,33.909846679101655
25.0,658.0,33.39794531242056
25.0,659.0,33.23508525798832
25.0,665.0,29.005620192128447
25.0,666.0,26.58969316614264
25.0,667.0,23.67888823989959
25.0,668.0,23.805215802751437
25.0,669.0,26.291981557657174
25.0,679.0,18.680718306883566
25.0,680.0,16.72258689897722
25.0,681.0,22.14776218822623
25.0,701.0,41.50950720622908
25.0,702.0,41.65141755457065
25.0,704.0,37.573686627041916
25.0,705.0,37.08258592737621
25.0,706.0,36.51157122569726
25.0,707.0,36.154110742178894
25.0,708.0,35.151603378911965
25.0,709.0,36.66745563681103
25.0,710.0,35.049234502681514
25.0,711.0,33.62921064196841
25.0,712.0,32.81562743394525
25.0,713.0,32.62629416689168
25.0,714.0,33.29100268094092
25.0,720.0,26.08457007220351
25.0,721.0,25.46495557184933
25.0,722.0,23.19168976102004
25.0,734.0,16.28213404252675
25.0,735.0,18.71717847067742
25.0,739.0,21.281921781599912
25.0,740.0,24.36139361477376
25.0,754.0,45.717533353593836
25.0,757.0,40.19002940787698
25.0,760.0,40.101934163863895
25.0,761.0,36.88019239959464
25.0,762.0,34.6662077847836
25.0,763.0,34.982340293084576
25.0,764.0,35.30362877159129
25.0,765.0,35.30240114242202
25.0,766.0,38.65785154162576
25.0,767.0,36.81908558788075
25.0,768.0,32.00956631572288
25.0,769.0,30.451387186390356
25.0,770.0,31.163948857634466
25.0,776.0,25.051435992394396
25.0,777.0,27.390735581045647
25.0,778.0,24.087877515006152
25.0,783.0,20.489714789913876
25.0,809.0,46.672387393137996
25.0,812.0,43.0306696703448
25.0,816.0,39.368035298490526
25.0,817.0,38.36692254419371
25.0,818.0,36.65095624745096
25.0,819.0,35.72619330114999
25.0,820.0,34.60551650196523
25.0,821.0,34.241627702830186
25.0,822.0,35.552464443357366
25.0,823.0,34.388688688869635
25.0,824.0,36.051662172070536
25.0,825.0,35.50101532305168
25.0,826.0,32.337549215545174
25.0,827.0,30.370135741698743
25.0,828.0,29.586952076345245
25.0,831.0,29.963059639355265
25.0,832.0,28.16104017796115
25.0,833.0,26.146455814184698
25.0,834.0,24.6470607826811
25.0,835.0,22.75216573253632
25.0,836.0,21.695565884151268
25.0,837.0,21.527184560130237
25.0,838.0,21.31090384878273
25.0,841.0,17.966662109933264
25.0,868.0,46.00079953724676
25.0,871.0,44.287184017841305
25.0,872.0,43.18209746061908
25.0,875.0,41.78751682507906
25.0,876.0,40.5478220433673
25.0,877.0,38.64756653489798
25.0,878.0,37.94926064552719
25.0,879.0,35.40153971645067
25.0,880.0,34.70568775229145
25.0,881.0,33.72501468134312
25.0,882.0,34.07163180389025
25.0,883.0,32.59987201981162
25.0,884.0,34.537816993301604
25.0,885.0,33.43471634334571
25.0,886.0,33.90512160264456
25.0,887.0,30.866991686032783
25.0,888.0,30.030514620900497
25.0,889.0,28.925950016777065
25.0,890.0,28.066216212857444
25.0,891.0,26.59544061540756
25.0,892.0,24.015361825344552
25.0,893.0,22.674546087215877
25.0,894.0,22.679241428163095
25.0,896.0,20.56440404140828
25.0,897.0,22.21768575937962
25.0,907.0,13.998168193172354
25.0,908.0,12.829600954428523
25.0,918.0,23.284480843078533
25.0,933.0,44.0132811756824
25.0,936.0,42.31731094734487
25.0,939.0,38.63457143922352
25.0,940.0,37.00294878645904
25.0,941.0,35.81423390955299
25.0,942.0,34.19885244882995
25.0,943.0,31.929659363465767
25.0,944.0,30.833091781272273
25.0,945.0,34.40663949196565
25.0,946.0,33.39321684665763
25.0,947.0,32.21217418320553
25.0,948.0,31.0666511737731
25.0,949.0,30.04225235189581
25.0,950.0,29.969394410130857
25.0,951.0,31.23385661202729
25.0,952.0,28.19774789665329
25.0,953.0,25.395423216970933
25.0,954.0,21.778031988268484
25.0,955.0,21.983150111225722
25.0,977.0,19.502001068761103
25.0,978.0,19.379426845787712
25.0,979.0,20.327177103657405
25.0,980.0,20.321649620341258
25.0,988.0,54.23730170583762
25.0,989.0,50.17185077564264
25.0,990.0,49.07408473490545
25.0,991.0,49.44816852080525
25.0,1003.0,35.941595436638615
25.0,1004.0,35.55286614388507
25.0,1005.0,35.43263449612884
25.0,1006.0,32.2812611381063
25.0,1007.0,30.8353593398536
25.0,1008.0,33.63198637047146
25.0,1009.0,30.751093740291054
25.0,1010.0,29.9413170616526
25.0,1011.0,29.308701545636435
