Unnamed: 0,md_area,idnum,poi_classes,pop10,block_prop_pop,road_length,num_poi,lon,lat,STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE,BLOCKID10.ss,geocode.b,geocode.bg,geocode.t,GEOID10,GEOID,NAME,FIPS,popACS,State,pop2010,area_km2,popPrcCounty,prc.latino.std,dens.cvap.std,prc.youth.std,prc.nonEngProf.std,prc.pov.std,prc.disabled.std,prc.CarAccess.std,dens.work.std,popDens.std,rate.vbm.std,rate.hisvbm.std,rate.aisvbm.std,rate.yousvbm.std,prc.ElNonReg.std,dens.poll.std,LEP_flag,CarAccess_flag,disab_flag,BelowPoverty_flag,youth_flag,Latino_flag,cvapDens_flag,ElNonReg_flag,BLOCKID10.ind,center_score,droppoff_score,geometry,lks_data,fire_station,library,town_hall,public_building,school,community_centre,arts_centre,college,university,near_node,center_score_cost_adjustment,dropbox_cost_adjustment
761,6.7815633930414e-05,828,"['school', 'fire_station', 'community_centre']",1459,921,0.173864173238757,3.0,-75.93034627745492,40.3231864942776,42,11,2900,1002,420110029001002,420110029001002,420110029001,42011002900,420110029001002,42011002900,Census Tract 29 Berks County Pennsylvania,42011,3374,PA,0,0.110313564899429,0.0,0.8323480369865089,0.254812793694103,0.964529331514325,0.8450053054418671,0.792178262846749,0.597544338335607,0.692056995604063,0.0,0.0,0.7061543125663181,1.0,0.529179930271335,0.691905411550705,0.661058056692436,0.958314385326664,0,0,0,0,0,0,0,0,420110029001002,0.611363119599818,0.603070172589272,POINT (-75.93034627745492 40.3231864942776),1,1,0,0,0,1,1,0,0,0,4637945476,0.5,0.5
1488,6.78923847206026e-05,1595,['fire_station'],870,193,0.0584430449301859,1.0,-75.8609039153653,40.400646143056704,42,11,12900,1012,420110129001012,420110129001012,420110129001,42011012900,420110129001012,42011012900,Census Tract 129 Berks County Pennsylvania,42011,7654,PA,309,3.0858320992220802,0.0007510171543012137,0.39707442777019897,0.7710322874033649,0.209943913900258,0.318629680157647,0.450583598605427,0.10535091708352301,0.19599818099136,0.970895861755343,0.3805517659542221,0.4715779899954529,1.0,1.0,0.130968622100955,0.6734879490677579,0.9797635288767621,1,0,0,1,0,1,0,0,420110129001012,0.508134379263302,0.5012787739015571,POINT (-75.8609039153653 40.4006461430567),0,1,0,0,0,0,0,0,0,0,136202385,1.0,1.0
