geoid,countyfp,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag,job_dens,pop10,areakm,popdens,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_white,prc_white_unreliable_flag,cvapdens,cvapdens_unreliable_flag,pollvoter_dens,vbm_rate_tot,vbm_rate_lat,vbm_rate_asn,vbm_rate_youth
42039110100,39,0.363,0,0.01657,6114,321.31653,19.02797,0.08215,0,0.8171,0,0.16824,0,0.19878,0,0.09,0,0.0,1,0.0056,1,0.00389,0,0.98694,0,0.06311,0,0.05481,0.05586,1.0,0.0,0.09735
42039110201,39,0.23779,0,0.01468,3878,180.56979,21.47646,0.00327,1,0.96512,0,0.10009,0,0.05457,0,0.07858,0,0.0,1,0.01245,0,0.01115,1,0.96655,0,0.04467,0,0.04778,0.04766,,,0.07999
42039110202,39,0.0,1,0.03433,4598,121.92434,37.71191,0.01901,0,0.92272,0,0.1219,0,0.15202,0,0.09129,0,0.00578,1,0.05575,0,0.02066,0,0.89605,0,0.05378,0,0.0258,0.05657,0.0,0.0,0.08534
42039110300,39,0.17105,0,0.0267,4920,283.85535,17.33277,0.03107,0,0.89631,0,0.15527,0,0.15128,0,0.08406,0,0.00423,1,0.00775,1,0.01174,0,0.96807,0,0.04867,0,0.05475,0.0545,0.0,,0.00901
42039110400,39,0.22549,0,0.01628,2978,142.52058,20.89523,0.0114,1,0.95261,0,0.18217,0,0.14586,0,0.06791,0,0.0045,1,0.0,1,0.0097,1,0.96985,0,0.03333,0,0.03556,0.06687,0.5,,0.12698
42039110501,39,0.0,1,0.00625,1865,84.92888,21.95955,0.00503,1,0.96547,0,0.19142,0,0.05777,0,0.09064,0,0.00847,1,0.0,1,0.00797,1,0.97908,0,0.02393,0,0.04439,0.08402,0.0,,0.13201
42039110502,39,0.48111,0,0.03394,3748,48.38869,77.45612,0.01162,1,0.9442,0,0.11646,0,0.10332,0,0.05513,0,0.0,1,0.00239,1,0.00981,1,0.98436,0,0.04578,0,0.03184,0.07748,0.0,,0.10333
42039110600,39,0.16723,0,0.03542,2940,100.75788,29.17886,0.01432,1,0.97347,0,0.12357,0,0.07484,0,0.07365,0,0.00873,1,0.0,1,0.01291,1,0.95358,0,0.0343,0,0.03967,0.05712,0.0,,0.08602
42039110700,39,0.2789,0,0.044,4010,90.96559,44.0826,0.00055,1,0.94814,0,0.10308,0,0.08965,0,0.07788,0,0.00208,1,0.00675,1,0.0135,1,0.96703,0,0.04489,0,0.04589,0.06984,0.0,,0.08108
42039110800,39,0.28771,0,0.02096,5053,270.97581,18.64742,0.00974,1,0.9553,0,0.10803,0,0.08712,0,0.08263,0,0.00766,0,0.00704,0,0.00456,1,0.96852,0,0.05585,0,0.05902,0.0443,0.0,1.0,0.10799
42039110900,39,0.24774,0,0.01475,3098,220.45122,14.053,0.00278,1,0.9629,0,0.20213,0,0.12192,0,0.08602,0,0.00399,1,0.00631,1,0.00565,1,0.97874,0,0.03496,0,0.03736,0.04867,,1.0,0.02669
42039111000,39,0.26785,0,0.02104,2403,89.22833,26.93091,0.0,1,0.9678,0,0.21404,0,0.17051,0,0.07057,0,0.00302,1,0.02113,0,0.00906,1,0.95623,0,0.0303,0,0.03034,0.05072,0.0,,0.09302
42039111100,39,0.25425,0,0.06002,3251,5.82005,558.58663,0.0,1,0.79339,0,0.23127,0,0.31272,0,0.17487,0,0.00131,1,0.02657,1,0.00394,1,0.96063,0,0.03556,0,0.03308,0.06112,0.0,0.0,0.14785
42039111200,39,0.29051,0,0.02692,2350,1.69301,1388.05842,0.01115,1,0.89067,0,0.22214,0,0.18747,0,0.09436,0,0.01616,1,0.00612,1,0.01136,1,0.9633,0,0.02726,0,0.02677,0.06154,0.0,0.0,0.04557
42039111300,39,0.1908,0,0.03397,5662,220.66155,25.65921,0.01308,0,0.96522,0,0.11778,0,0.08211,0,0.061,0,0.00596,1,0.00632,1,0.00993,1,0.95831,0,0.06259,0,0.07342,0.04714,0.0,,0.05294
42039111400,39,0.13273,0,0.03666,4780,42.65055,112.07357,0.00264,1,0.92242,0,0.12451,0,0.13581,0,0.05933,0,0.00587,1,0.02478,1,0.02108,0,0.94393,0,0.05096,0,0.06696,0.06454,0.00288,0.0,0.12257
