name,address,lat,lon
,546 FAWN RD  EAST STROUDSBURG PA 18301,41.02419,-75.18114
,2176 RTE 715  REEDERS PA 18352,41.01886,-75.33561
,993 ROUTE 390  CRESCO PA 18326,41.17174,-75.27174
,6680 RTE 390  MOUNTAINHOME PA 18342,41.16623,-75.27451
,128 RTE 715  BRODHEADSVILLE PA 18322,40.92599,-75.39399
,164 MERWINSBURG RD  EFFORT PA 18330,40.94946,-75.44508
,271 ROUTE 715  BRODHEADSVILLE PA 18322,40.93388,-75.39191
,5334 HUMMINGBIRD DR  POCONO SUMMIT PA 18346,41.1108,-75.39491
,ECHO LAKE 652  LAUREL DR  TOBYHANNA PA 18466,41.17572,-75.39714
,354 MEMORIAL BLVD  TOBYHANNA PA 18466,41.17215,-75.41441
,5500 MUNICIPAL DR  TOBYHANNA PA 18466,41.17152,-75.40744
,49 MAIN ST  DELAWARE WATER GAP PA 18327,40.98359,-75.14221
,280 NORMAL  & S GREEN ST  EAST STROUDSBURG PA 18301,40.99852,-75.17609
,280 NORMAL & S GREEN ST  EAST STROUDSBURG PA 18301,40.99852,-75.17609
,260 WASHINGTON ST  EAST STROUDSBURG PA 18301,40.99399,-75.18566
,380 CHESTNUT ST  EAST STROUDSBURG PA 18301,41.00802,-75.18208
,50 VINE ST  EAST STROUDSBURG PA 18301,41.00529,-75.18517
,146 N COURTLAND ST  EAST STROUDSBURG PA 18301,41.00311,-75.18304
,597 KUNKLETOWN RD  KUNKLETOWN PA 18058,40.84833,-75.44772
,100 GYPSUM RD  STROUDSBURG PA 18360,40.95045,-75.29191
,419 BOSSARDSVILLE RD  STROUDSBURG PA 18360,40.92561,-75.2899
,5205 MILFORD RD  EAST STROUDSBURG PA 18302,41.06403,-75.06579
,147 MUNICIPAL DR  EAST STROUDSBURG PA 18302,41.06476,-75.07579
,20 MURRAY ST  MOUNT POCONO PA 18344,41.13086,-75.36537
,5912 RTE 940  CRESCO PA 18326,41.12415,-75.285
,104 MT VIEW PARK LANE  TANNERSVILLE PA 18372,41.05524,-75.32961
,327 CHERRY LANE RD  TANNERSVILLE PA 18372,41.03545,-75.28143
,158 FISH HILL RD  TANNERSVILLE PA 18372,41.0421,-75.30127
,511 INTERCHANGE RD  KRESGEVILLE PA 18333,40.89856,-75.50151
,10 BARREN RD  EAST STROUDSBURG PA 18301,41.08376,-75.18813
,250 ANCHORAGE RD  SAYLORSBURG PA 18353,40.89733,-75.33218
,2000 MILFORD RD  EAST STROUDSBURG PA 18301,41.02099,-75.17223
,102 FIRE HOUSE LN  EAST STROUDSBURG PA 18301,41.02328,-75.1014
,1211 N FIFTH ST  STROUDSBURG PA 18360,41.00034,-75.19751
,5339 RTE 191  EAST STROUDSBURG PA 18301,41.1237,-75.28172
,705 STOKES MILL RD  STROUDSBURG PA 18360,41.01116,-75.19525
,1002 N NINTH ST  STROUDSBURG PA 18360,40.99027,-75.21798
,RTE 611 & I80  BARTONSVILLE PA 18321,41.01455,-75.29435
,2209 W MAIN ST  STROUDSBURG PA 18360,40.97508,-75.24376
,"1035 POPLAR VALLEY RD E,  STROUDSBURG PA 18360",40.94962,-75.19569
,1 QUAKER PLAZA  STROUDSBURG PA 18360,40.98702,-75.19269
,809 MAIN ST  STROUDSBURG PA 18360,40.98445,-75.19675
,1100 W MAIN ST  STROUDSBURG PA 18360,40.98367,-75.20445
,1 QUAKER PLZ  STROUDSBURG PA 18360,40.98702,-75.19269
,105 GOVERNMENT CENTER WAY  POCONO PINES PA 18350,41.10244,-75.46982
,550 ROUTE 940  BLAKESLEE PA 18610,41.10229,-75.57322
,1557 LONG POND RD  LONG POND PA 18334,41.06225,-75.48604
