geoid,countyfp,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag,job_dens,pop10,areakm,popdens,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_white,prc_white_unreliable_flag,cvapdens,cvapdens_unreliable_flag,pollvoter_dens,vbm_rate_tot,vbm_rate_lat,vbm_rate_asn,vbm_rate_youth
42085030100,85,0.43873,0,0.0038,2100,1.2562,1671.71098,0.0011,1,0.74002,0,0.32302,0,0.37993,0,0.08303,0,0.0,1,0.13151,1,0.01599,1,0.78804,0,0.01567,0,0.00972,0.05712,0.0,,0.0
42085030300,85,0.42518,0,0.02413,3449,1.88291,1831.73873,0.0032,1,0.88283,0,0.17613,0,0.2152,0,0.14411,0,0.00763,1,0.0907,0,0.04097,1,0.84459,0,0.03234,0,0.02036,0.06576,0.0,0.0,0.06526
42085030400,85,0.09157,0,0.01514,2690,2.13748,1258.49219,0.01431,1,0.89717,0,0.05471,0,0.0528,0,0.07707,0,0.01323,1,0.0035,1,0.01012,1,0.95601,0,0.02314,0,0.02784,0.07287,0.37251,0.0,0.20039
42085030500,85,0.19383,0,0.00208,2420,1.23323,1962.32407,0.02909,1,0.8625,0,0.3078,0,0.25574,0,0.06608,0,0.03632,1,0.207,0,0.00175,1,0.70022,0,0.0203,0,0.02072,0.064,0.17463,0.0,0.03796
42085030900,85,0.25062,0,0.02005,2942,2.61235,1126.19092,0.01472,1,0.88544,0,0.24966,0,0.21322,0,0.08277,0,0.0,1,0.32357,0,0.06165,0,0.5596,0,0.02526,0,0.025,0.0731,0.0,,0.05573
42085031100,85,0.0,1,0.03449,1655,9.64443,171.60158,0.01183,1,0.77131,0,0.22738,0,0.24548,0,0.10414,0,0.0,1,0.14053,0,0.00125,1,0.82183,0,0.01388,0,0.01665,0.08661,0.0,0.2,0.07549
42085031200,85,0.1231,0,0.03094,5384,29.80783,180.62371,0.00399,1,0.9718,0,0.02404,1,0.03381,1,0.07016,0,0.01506,1,0.03545,1,0.00129,1,0.93866,0,0.04923,0,0.0586,0.09197,0.0,0.0,0.21378
42085031300,85,0.0,1,0.10142,2627,22.69718,115.74124,0.00884,1,0.94178,0,0.06317,0,0.05239,0,0.04436,0,0.04321,0,0.01262,1,0.01453,1,0.92772,0,0.02414,0,0.0383,0.10874,0.09852,0.22393,0.17383
42085031400,85,0.29175,0,0.07017,5399,9.15959,589.4369,0.00891,1,0.9157,0,0.07237,0,0.08073,0,0.03873,0,0.00697,1,0.07049,0,0.02653,1,0.89601,0,0.0499,0,0.04587,0.09143,0.20822,0.27504,0.20117
42085031700,85,0.14853,0,0.00563,2516,1.82654,1377.47125,0.01482,1,0.94059,0,0.21973,0,0.07426,0,0.0661,0,0.01591,1,0.00286,1,0.00857,1,0.97266,0,0.02046,0,0.02278,0.0772,0.0,,0.13154
42085031800,85,0.2319,0,0.01604,5006,246.47559,20.31033,0.01394,0,0.92924,0,0.13205,0,0.10619,0,0.07903,0,0.00579,1,0.0008,1,0.00738,0,0.97186,0,0.04332,0,0.04507,0.05006,0.0,,0.11719
42085031900,85,0.14514,0,0.04506,4712,68.83522,68.45333,0.00685,1,0.96337,0,0.14775,0,0.0988,0,0.03875,0,0.00109,1,0.00392,1,0.01306,1,0.98193,0,0.04187,0,0.04897,0.0801,0.0,0.0,0.19863
42085032000,85,0.28686,0,0.02789,5246,154.30025,33.99865,0.01293,0,0.88144,0,0.12798,0,0.14184,0,0.04167,0,0.0,1,0.02432,1,0.01301,1,0.94457,0,0.04695,0,0.04441,0.06093,0.0,,0.14545
42085032100,85,0.48698,0,0.02462,3187,2.83252,1125.14721,0.01568,0,0.81346,0,0.22231,0,0.34573,0,0.38625,0,0.00733,1,0.01256,1,0.01675,1,0.9508,0,0.02682,0,0.01867,0.04482,,,0.01357
42085032200,85,0.14579,0,0.01791,2732,2.05407,1330.03972,0.00446,1,0.94567,0,0.1557,0,0.04878,1,0.0595,0,0.01072,1,0.00259,1,0.00517,1,0.95492,0,0.02169,0,0.02401,0.07014,0.0,1.0,0.13333
42085032300,85,0.08708,0,0.01149,3335,65.38796,51.00327,0.0056,1,0.99052,0,0.11286,0,0.0837,0,0.07989,0,0.00125,1,0.0119,1,0.00846,1,0.96147,0,0.02883,0,0.03427,0.06878,1.0,0.0,0.16327
42085032400,85,0.29007,0,0.03966,6074,132.38522,45.88125,0.00892,1,0.94083,0,0.15868,0,0.14615,0,0.07157,0,0.00661,1,0.00848,1,0.01221,1,0.96252,0,0.05342,0,0.05016,0.06225,0.0,,0.12245
42085032501,85,0.39235,0,0.02609,6214,260.22218,23.87959,0.04375,0,0.91547,0,0.10955,0,0.13157,0,0.07346,0,0.00428,1,0.0024,1,0.00839,1,0.97705,0,0.05079,0,0.04192,0.05196,1.0,,0.09524
42085032502,85,0.18432,0,0.01753,2396,113.16905,21.17187,0.01437,0,0.942,0,0.10186,0,0.0916,0,0.06658,0,0.01154,1,0.0,1,0.0,1,0.98313,0,0.0203,0,0.02348,0.05189,0.0,,0.11864
