idnum,lon,lat,dens.cvap.std,dens.work.std,popDens.std,prc.CarAccess.std,prc.ElNonReg.std,prc.disabled.std,prc.latino.std,prc.nonEngProf.std,prc.pov.std,prc.youth.std,rate.vbm.std,dens.poll.std,center_score,droppoff_score
450,-75.43176,40.94182,0.93166,0.0,0.45294,0.26289,0.46741,0.19538,0.39408,0.55205,0.04805,0.27153,0.71566,0.97256,0.35273,0.33916
809,-75.20078,40.99241,0.47888,0.94047,0.81028,0.85318,0.37895,0.38693,0.34037,0.83522,0.58164,0.52295,0.60459,0.97955,0.58445,0.58709
1226,-75.12155,41.04757,0.50549,0.0,0.30944,0.66977,0.67077,0.30811,0.80662,0.71084,0.64533,0.82108,0.62188,0.90505,0.52474,0.51024
1855,-75.36495,41.12727,0.67542,0.98437,0.32491,0.82657,0.3279,0.47439,0.8294,0.38726,0.39292,0.22049,0.50382,0.9847,0.57657,0.58245
2367,-75.37068,41.19954,0.85733,0.0,0.96043,0.77552,0.97589,0.41354,0.88045,0.86182,0.8003,0.89342,0.59461,0.39342,0.61143,0.59266
